registration_date,nationality_e,gender_e,vechile_type,manufacture_year,color,business_individual,km_driven,next_service_date,service_frequency,customer_age,customer_id,vehicle_age,churn_risk,upgrade_probability,churn_risk_predicted,upgrade_probability_predicted
15/01/2015,India,MALE,Light Vehicle,2020,Blue,Private,200000,13/07/2025 12:00,medium,36,209,5,0,1,0.07,0.96
20/02/2016,India,MALE,Light Vehicle,2021,Blue,Private,180000,18/08/2025 12:00,medium,36,210,4,0,1,0.11,0.76
20/11/2018,India,MALE,Light Vehicle,2008,White,Private,140000,19/05/2026 12:00,high,34,211,17,0,1,0.36,1
20/11/2019,India,MALE,Light Vehicle,2015,White,Private,120000,19/05/2026 12:00,low,34,212,10,1,1,0.41,0.98
12/08/2019,India,MALE,Light Vehicle,2012,Green,Private,120000,08/02/2026 12:00,low,33,213,13,1,1,0.4,1
13/08/2016,India,MALE,Light Vehicle,2013,Black,Private,180000,09/02/2026 12:00,high,33,214,12,0,1,0.18,1
28/12/2019,India,MALE,Light Vehicle,2020,Silver,Private,120000,26/06/2026 12:00,high,33,215,5,0,0,0.45,0.27
18/09/2016,India,MALE,Light Vehicle,2008,Silver,Private,180000,17/03/2026 12:00,low,32,216,17,1,1,0.14,1
20/04/2017,India,MALE,Light Vehicle,2015,Gray,Private,160000,17/10/2025 12:00,medium,32,217,10,0,1,0.13,1
30/03/2020,India,MALE,Light Vehicle,2015,White,Private,100000,27/09/2025 12:00,high,32,218,10,0,1,0.61,0.94
05/08/2019,India,MALE,Light Vehicle,2011,White,Private,120000,01/02/2026 12:00,high,31,219,14,0,1,0.44,1
17/12/2020,India,MALE,Light Vehicle,2021,Red,Private,100000,16/06/2026 12:00,medium,31,220,4,0,0,0.4,0.03
27/08/2019,India,MALE,Light Vehicle,2009,Black,Private,120000,23/02/2026 12:00,medium,29,221,16,0,1,0.36,1
26/12/2018,India,MALE,Light Vehicle,2016,Lead,Private,140000,24/06/2026 12:00,medium,27,222,9,0,1,0.21,0.98
17/09/2015,Indonesia,MALE,Light Vehicle,2019,Gray,Private,200000,15/03/2026 12:00,medium,48,223,6,0,1,0.06,0.99
15/08/2017,Indonesia,MALE,Light Vehicle,2008,White,Private,160000,11/02/2026 12:00,medium,40,224,17,0,1,0.15,1
23/11/2016,Iran,FEMALE,Light Vehicle,2020,White,Private,180000,22/05/2026 12:00,medium,66,225,5,0,1,0.15,0.92
07/10/2016,Iran,FEMALE,Light Vehicle,2013,White,Private,180000,05/04/2026 12:00,high,59,226,12,0,1,0.26,1
12/11/2021,Iran,FEMALE,Light Vehicle,1990,White,Private,80000,12/05/2026 12:00,high,33,227,35,1,1,0.75,1
25/10/2017,Iran,MALE,Light Vehicle,2021,White,Private,160000,23/04/2026 12:00,medium,66,228,4,0,1,0.2,0.54
07/04/2021,Iran,MALE,Light Vehicle,2016,Blue,Private,80000,05/10/2025 12:00,low,58,229,9,1,1,0.72,0.5
15/06/2019,Iran,MALE,Light Vehicle,2015,Maroon,Private,120000,12/12/2025 12:00,medium,52,230,10,0,1,0.3,0.97
11/08/2020,Iran,MALE,Light Vehicle,2014,Lead,Private,100000,08/02/2026 12:00,medium,48,231,11,0,1,0.39,0.97
25/07/2018,Iran,MALE,Light Vehicle,2021,Green,Private,140000,21/01/2026 12:00,high,42,232,4,0,0,0.38,0.41
16/01/2019,Iran,MALE,Light Vehicle,2017,Black,Private,120000,15/07/2025 12:00,medium,39,233,8,0,1,0.31,0.84
27/06/2018,Iraq,FEMALE,Light Vehicle,2020,White,Private,140000,24/12/2025 12:00,medium,49,234,5,0,0,0.24,0.43
25/05/2016,Iraq,FEMALE,Light Vehicle,2017,White,Private,180000,21/11/2025 12:00,high,28,235,8,0,1,0.19,1
24/01/2020,Iraq,MALE,Light Vehicle,2013,Gray,Private,100000,23/07/2025 12:00,high,52,236,12,0,1,0.64,0.99
22/12/2016,Iraq,MALE,Light Vehicle,2019,Blue,Private,180000,20/06/2026 12:00,medium,45,237,6,0,1,0.1,0.94
09/03/2015,Iraq,MALE,Light Vehicle,2014,White,Private,200000,04/09/2025 12:00,high,41,238,11,0,1,0.1,1
25/07/2019,Iraq,MALE,Light Vehicle,2021,White,Private,120000,21/01/2026 12:00,medium,37,239,4,0,0,0.25,0.08
05/04/2016,Iraq,MALE,Light Vehicle,2008,Golden,Private,180000,02/10/2025 12:00,high,29,240,17,0,1,0.15,1
19/08/2021,Iraq,MALE,Light Vehicle,2016,Yellow,Private,80000,16/02/2026 12:00,medium,29,241,9,1,1,0.64,0.66
25/09/2021,Italy,FEMALE,Light Vehicle,2016,White,Private,80000,25/03/2026 12:00,high,33,242,9,1,1,0.69,0.77
09/06/2021,Italy,MALE,Light Vehicle,2021,Black,Private,80000,07/12/2025 12:00,low,66,243,4,1,0,0.6,0.01
22/08/2017,Italy,MALE,Light Vehicle,2014,White,Private,160000,18/02/2026 12:00,medium,52,244,11,0,1,0.18,1
12/02/2015,Italy,MALE,Light Vehicle,2015,Black,Private,200000,10/08/2025 12:00,medium,49,245,10,0,1,0.07,1
16/07/2021,Italy,MALE,Light Vehicle,2007,Red,Private,80000,13/01/2026 12:00,medium,41,246,18,1,1,0.55,1
31/12/2017,Italy,MALE,Light Vehicle,2021,White,Private,160000,29/06/2026 12:00,medium,40,247,4,0,1,0.14,0.67
31/10/2021,Italy,MALE,Light Vehicle,2021,Gray,Private,80000,30/04/2026 12:00,high,38,248,4,1,0,0.65,0.03
22/10/2021,Jordan,FEMALE,Light Vehicle,2018,White,Private,80000,21/04/2026 12:00,medium,66,249,7,1,0,0.67,0.09
24/12/2020,Jordan,MALE,Light Vehicle,2015,Red,Private,100000,23/06/2026 12:00,medium,64,250,10,0,1,0.51,0.92
24/01/2017,Jordan,MALE,Light Vehicle,2013,Black,Private,160000,23/07/2025 12:00,medium,56,251,12,0,1,0.2,1
02/10/2017,Jordan,MALE,Light Vehicle,2021,Gray,Private,160000,31/03/2026 12:00,medium,54,252,4,0,1,0.14,0.54
20/12/2020,Jordan,MALE,Light Vehicle,2020,Brown,Private,100000,19/06/2026 12:00,high,47,253,5,0,0,0.62,0.08
28/03/2017,Jordan,MALE,Light Vehicle,2021,Black,Private,160000,24/09/2025 12:00,high,45,254,4,0,1,0.26,0.66
15/03/2016,Jordan,MALE,Light Vehicle,2015,Black,Private,180000,11/09/2025 12:00,medium,43,255,10,0,1,0.09,1
05/12/2018,Jordan,MALE,Light Vehicle,2013,Red,Private,140000,03/06/2026 12:00,medium,41,256,12,0,1,0.31,1
07/08/2021,Jordan,MALE,Light Vehicle,2015,Silver,Private,80000,04/02/2026 12:00,medium,41,257,10,1,1,0.54,0.84
28/11/2019,Jordan,MALE,Light Vehicle,2014,Silver,Private,120000,27/05/2026 12:00,medium,40,258,11,0,1,0.36,0.99
29/12/2018,Jordan,MALE,Light Vehicle,2013,Lead,Private,140000,27/06/2026 12:00,low,36,259,12,1,1,0.29,1
27/09/2015,Jordan,MALE,Light Vehicle,2014,White,Private,200000,25/03/2026 12:00,medium,35,260,11,0,1,0.06,1
01/05/2019,Jordan,MALE,Light Vehicle,2020,Red,Private,120000,28/10/2025 12:00,high,35,261,5,0,0,0.37,0.39
13/12/2021,Jordan,MALE,Light Vehicle,2017,Black,Private,80000,12/06/2026 12:00,high,30,262,8,1,1,0.67,0.41
27/12/2015,Kenya,FEMALE,Light Vehicle,2014,White,Private,200000,24/06/2026 12:00,high,44,263,11,0,1,0.12,1
06/09/2018,Kenya,MALE,Light Vehicle,2008,Silver,Private,140000,05/03/2026 12:00,high,48,264,17,0,1,0.36,1
25/02/2021,Kenya,MALE,Light Vehicle,2014,White,Private,80000,25/08/2025 12:00,high,45,265,11,1,1,0.65,0.94
14/03/2020,Kenya,MALE,Light Vehicle,2019,White,Private,100000,11/09/2025 12:00,high,36,266,6,0,0,0.62,0.23
30/11/2019,Kyrgyzstan,MALE,Light Vehicle,2007,White,Private,120000,29/05/2026 12:00,high,36,267,18,0,1,0.48,1
10/12/2019,Lebanon,FEMALE,Light Vehicle,2020,Gray,Private,120000,08/06/2026 12:00,high,44,268,5,0,0,0.43,0.37
23/07/2017,Lebanon,FEMALE,Light Vehicle,2021,Gray,Private,160000,19/01/2026 12:00,low,33,269,4,1,1,0.19,0.59
22/01/2017,Lebanon,MALE,Light Vehicle,1995,Green,Private,160000,21/07/2025 12:00,high,48,270,30,0,1,0.35,1
20/09/2020,Lebanon,MALE,Light Vehicle,2020,Black,Private,100000,20/03/2026 12:00,medium,48,271,5,0,0,0.44,0.06
22/09/2020,Lebanon,MALE,Light Vehicle,2021,Black,Private,100000,22/03/2026 12:00,medium,45,272,4,0,0,0.39,0.03
28/01/2021,Lebanon,MALE,Light Vehicle,2016,Silver,Private,80000,28/07/2025 12:00,low,41,273,9,1,1,0.66,0.72
05/06/2021,Lebanon,MALE,Light Vehicle,2019,White,Private,80000,03/12/2025 12:00,high,41,274,6,1,0,0.68,0.08
18/08/2018,Mauritius,FEMALE,Light Vehicle,2012,Brown,Private,140000,14/02/2026 12:00,medium,41,275,13,0,1,0.24,1
21/07/2018,Netherlands,MALE,Light Vehicle,2015,White,Private,140000,17/01/2026 12:00,low,60,276,10,1,1,0.31,0.99
21/08/2020,Netherlands,MALE,Light Vehicle,2018,Gray,Private,100000,18/02/2026 12:00,low,59,277,7,1,0,0.57,0.5
06/08/2019,Netherlands,MALE,Light Vehicle,2010,Golden,Private,120000,02/02/2026 12:00,low,54,278,15,1,1,0.4,1
09/12/2019,Nigeria,MALE,Light Vehicle,2006,White,Private,120000,07/06/2026 12:00,high,55,279,19,0,1,0.55,1
14/08/2020,Nigeria,MALE,Light Vehicle,2015,Brown,Private,100000,11/02/2026 12:00,high,39,280,10,0,1,0.49,0.96
01/04/2021,Nigeria,MALE,Light Vehicle,2015,Brown,Private,80000,29/09/2025 12:00,medium,39,281,10,1,1,0.45,0.73
25/05/2017,Oman,MALE,Motor Cycle,1997,Golden,Private,160000,21/11/2025 12:00,low,62,282,28,1,1,0.4,1
06/09/2017,Oman,MALE,Light Vehicle,2016,White,Private,160000,05/03/2026 12:00,medium,41,283,9,0,1,0.15,0.99
18/09/2015,Pakistan,FEMALE,Light Vehicle,2016,Black,Private,200000,16/03/2026 12:00,medium,53,284,9,0,1,0.08,1
20/01/2019,Pakistan,FEMALE,Light Vehicle,2006,Golden,Private,120000,19/07/2025 12:00,high,30,285,19,0,1,0.46,1
10/04/2015,Pakistan,MALE,Light Vehicle,2021,White,Private,200000,06/10/2025 12:00,medium,63,286,4,0,1,0.06,0.83
13/04/2018,Pakistan,MALE,Light Vehicle,2020,Black,Private,140000,10/10/2025 12:00,high,54,287,5,0,0,0.27,0.57
08/11/2018,Pakistan,MALE,Light Vehicle,2010,White,Private,140000,07/05/2026 12:00,medium,52,288,15,0,1,0.24,1
02/01/2017,Pakistan,MALE,Light Vehicle,2008,White,Private,160000,01/07/2025 12:00,medium,50,289,17,0,1,0.17,1
23/02/2019,Pakistan,MALE,Light Vehicle,2012,White,Private,120000,22/08/2025 12:00,medium,48,290,13,0,1,0.31,1
26/03/2015,Pakistan,MALE,Light Vehicle,2009,Golden,Private,200000,21/09/2025 12:00,high,47,291,16,0,1,0.13,1
14/04/2015,Pakistan,MALE,Light Vehicle,2015,White,Private,200000,10/10/2025 12:00,high,46,292,10,0,1,0.15,1
27/10/2020,Pakistan,MALE,Light Vehicle,2007,Gray,Private,100000,26/04/2026 12:00,medium,44,293,18,0,1,0.43,1
25/07/2017,Pakistan,MALE,Light Vehicle,2011,Beige,Private,160000,21/01/2026 12:00,high,44,294,14,0,1,0.26,1
03/12/2015,Pakistan,MALE,Light Vehicle,2008,White,Private,200000,31/05/2026 12:00,medium,43,295,17,0,1,0.06,1
17/09/2018,Pakistan,MALE,Light Vehicle,2011,Black,Private,140000,16/03/2026 12:00,high,43,296,14,0,1,0.35,1
03/06/2020,Pakistan,MALE,Light Vehicle,2011,White,Private,100000,01/12/2025 12:00,medium,43,297,14,0,1,0.42,1
21/07/2016,Pakistan,MALE,Light Vehicle,2020,White,Private,180000,17/01/2026 12:00,medium,43,298,5,0,1,0.08,0.85
23/05/2019,Pakistan,MALE,Light Vehicle,2019,Silver,Private,120000,19/11/2025 12:00,high,41,299,6,0,0,0.45,0.62
25/08/2015,Pakistan,MALE,Light Vehicle,2020,Black,Private,200000,20/02/2026 12:00,medium,40,300,5,0,1,0.06,0.96
24/05/2015,Pakistan,MALE,Light Vehicle,2009,Black,Private,200000,19/11/2025 12:00,high,39,301,16,0,1,0.11,1
12/10/2018,Pakistan,MALE,Light Vehicle,2007,White,Private,140000,10/04/2026 12:00,high,38,302,18,0,1,0.35,1
05/11/2018,Pakistan,MALE,Light Vehicle,2016,White,Private,140000,04/05/2026 12:00,low,38,303,9,1,1,0.28,0.98
02/07/2019,Pakistan,MALE,Light Vehicle,2015,Silver,Private,120000,29/12/2025 12:00,medium,37,304,10,0,1,0.29,0.98
03/02/2020,Pakistan,MALE,Light Vehicle,1999,Gray,Private,100000,02/08/2025 12:00,low,35,305,26,1,1,0.48,1
17/11/2021,Pakistan,MALE,Light Vehicle,2004,White,Private,80000,17/05/2026 12:00,high,35,306,21,1,1,0.62,1
31/08/2018,Pakistan,MALE,Light Vehicle,2007,Silver,Private,140000,27/02/2026 12:00,medium,35,307,18,0,1,0.21,1
13/04/2017,Pakistan,MALE,Light Vehicle,2004,White,Private,160000,10/10/2025 12:00,medium,34,308,21,0,1,0.14,1
12/08/2020,Pakistan,MALE,Light Vehicle,2009,Silver,Private,100000,09/02/2026 12:00,medium,34,309,16,0,1,0.4,1
04/12/2016,Pakistan,MALE,Light Vehicle,2019,Silver,Private,180000,02/06/2026 12:00,medium,34,310,6,0,1,0.08,0.98
29/01/2018,Pakistan,MALE,Light Vehicle,2019,White,Private,140000,28/07/2025 12:00,medium,33,311,6,0,0,0.23,0.68
06/08/2015,Pakistan,MALE,Light Vehicle,2005,Golden,Private,200000,01/02/2026 12:00,medium,32,312,20,0,1,0.04,1
12/03/2015,Pakistan,MALE,Light Vehicle,2009,Black,Private,200000,07/09/2025 12:00,low,32,313,16,1,1,0.08,1
20/10/2021,Pakistan,MALE,Light Vehicle,2009,Maroon,Private,80000,19/04/2026 12:00,low,30,314,16,1,1,0.59,1
22/11/2020,Pakistan,MALE,Light Vehicle,2009,Silver,Private,100000,22/05/2026 12:00,low,28,315,16,1,1,0.44,1
28/11/2019,Palestine,FEMALE,Light Vehicle,2021,Black,Private,120000,27/05/2026 12:00,high,38,316,4,0,0,0.41,0.1
25/11/2017,Palestine,MALE,Light Vehicle,2012,Black,Private,160000,24/05/2026 12:00,medium,58,317,13,0,1,0.18,1
25/03/2016,Palestine,MALE,Motor Cycle,2020,Black,Private,180000,21/09/2025 12:00,low,42,318,5,1,1,0.18,0.94
07/02/2016,Palestine,MALE,Motor Cycle,2020,Black,Private,180000,05/08/2025 12:00,high,42,319,5,0,1,0.24,0.91
24/10/2016,Philippines,FEMALE,Light Vehicle,2021,Red,Private,180000,22/04/2026 12:00,high,47,320,4,0,1,0.16,0.76
21/11/2018,Philippines,FEMALE,Light Vehicle,2014,Lead,Private,140000,20/05/2026 12:00,medium,46,321,11,0,1,0.27,1
02/01/2020,Philippines,FEMALE,Motor Cycle,2014,Black,Private,100000,01/07/2025 12:00,medium,41,322,11,0,1,0.53,0.98
04/09/2019,Philippines,FEMALE,Motor Cycle,2014,Black,Private,120000,03/03/2026 12:00,low,41,323,11,1,1,0.51,0.99
21/12/2016,Philippines,FEMALE,Light Vehicle,2013,Gray,Private,180000,19/06/2026 12:00,high,40,324,12,0,1,0.18,1
28/09/2021,Philippines,FEMALE,Light Vehicle,2008,Orange,Private,80000,28/03/2026 12:00,medium,37,325,17,1,1,0.51,1
06/03/2020,Philippines,FEMALE,Light Vehicle,2020,White,Private,100000,03/09/2025 12:00,high,37,326,5,0,0,0.59,0.1
30/11/2018,Philippines,FEMALE,Light Vehicle,2017,White,Private,140000,29/05/2026 12:00,high,36,327,8,0,1,0.35,0.95
22/04/2019,Philippines,FEMALE,Light Vehicle,2017,Silver,Private,120000,19/10/2025 12:00,high,34,328,8,0,1,0.46,0.87
15/12/2017,Philippines,FEMALE,Light Vehicle,2010,Blue,Private,160000,13/06/2026 12:00,low,33,329,15,1,1,0.19,1
17/10/2016,Philippines,MALE,Light Vehicle,2004,Blue,Private,180000,15/04/2026 12:00,medium,48,330,21,0,1,0.1,1
14/07/2017,Philippines,MALE,Light Vehicle,2016,White,Private,160000,10/01/2026 12:00,medium,43,331,9,0,1,0.14,0.99
01/05/2020,Philippines,MALE,Light Vehicle,2020,White,Private,100000,29/10/2025 12:00,medium,34,332,5,0,0,0.37,0.08
09/02/2015,Portugal,MALE,Light Vehicle,2018,White,Private,200000,07/08/2025 12:00,low,38,333,7,1,1,0.08,1
12/11/2015,Portugal,MALE,Light Vehicle,2016,Red,Private,200000,10/05/2026 12:00,medium,34,334,9,0,1,0.05,1
08/05/2015,Saudi Arabia,MALE,Light Vehicle,2018,White,Private,200000,03/11/2025 12:00,low,66,335,7,1,1,0.12,1
23/04/2015,Saudi Arabia,MALE,Light Vehicle,2017,White,Private,200000,19/10/2025 12:00,medium,45,336,8,0,1,0.08,1
28/12/2020,Saudi Arabia,MALE,Light Vehicle,2021,Black,Private,100000,27/06/2026 12:00,medium,42,337,4,0,0,0.35,0.06
12/12/2019,Serbia,FEMALE,Light Vehicle,2016,White,Private,120000,10/06/2026 12:00,medium,31,338,9,0,1,0.28,0.96
07/05/2018,South Africa,FEMALE,Light Vehicle,2021,Green,Private,140000,03/11/2025 12:00,medium,30,339,4,0,0,0.18,0.4
29/09/2015,South Africa,MALE,Light Vehicle,2020,Silver,Private,200000,27/03/2026 12:00,medium,60,340,5,0,1,0.08,0.97
24/06/2018,South Africa,MALE,Light Vehicle,2016,White,Private,140000,21/12/2025 12:00,medium,46,341,9,0,1,0.21,0.98
05/05/2018,South Africa,MALE,Light Vehicle,2015,Black,Private,140000,01/11/2025 12:00,high,28,342,10,0,1,0.29,1
25/03/2016,South Korea,MALE,Light Vehicle,2021,Blue,Private,180000,21/09/2025 12:00,low,44,343,4,1,1,0.12,0.87
15/01/2018,Spain,FEMALE,Light Vehicle,2008,Silver,Private,140000,14/07/2025 12:00,medium,29,344,17,0,1,0.18,1
06/11/2017,Sri Lanka,MALE,Light Vehicle,2015,Blue,Private,160000,05/05/2026 12:00,medium,37,345,10,0,1,0.11,1
04/05/2019,Sudan,MALE,Light Vehicle,2011,Black,Private,120000,31/10/2025 12:00,low,54,346,14,1,1,0.43,1
26/06/2019,Sudan,MALE,Light Vehicle,2020,Red,Private,120000,23/12/2025 12:00,medium,47,347,5,0,0,0.28,0.18
06/05/2015,Sudan,MALE,Light Vehicle,2018,White,Private,200000,01/11/2025 12:00,high,39,348,7,0,1,0.09,1
03/09/2017,Sudan,MALE,Light Vehicle,2011,White,Private,160000,02/03/2026 12:00,low,32,349,14,1,1,0.16,1
31/05/2019,Sudan,MALE,Light Vehicle,2013,White,Private,120000,27/11/2025 12:00,medium,32,350,12,0,1,0.26,1
26/07/2018,Sweden,FEMALE,Light Vehicle,2019,White,Private,140000,22/01/2026 12:00,medium,48,351,6,0,0,0.17,0.81
30/12/2020,Switzerland,FEMALE,Light Vehicle,2021,Gray,Private,100000,29/06/2026 12:00,high,42,352,4,0,0,0.58,0.07
30/08/2019,Syria,FEMALE,Light Vehicle,2002,Silver,Private,120000,26/02/2026 12:00,medium,58,353,23,0,1,0.38,1
25/02/2016,Syria,FEMALE,Light Vehicle,2020,Red,Private,180000,23/08/2025 12:00,medium,46,354,5,0,1,0.1,0.88
15/07/2015,Syria,MALE,Light Vehicle,2003,Blue,Private,200000,10/01/2026 12:00,medium,48,355,22,0,1,0.07,1
16/07/2019,Syria,MALE,Light Vehicle,2003,Golden,Private,120000,12/01/2026 12:00,low,48,356,22,1,1,0.31,1
15/03/2015,Syria,MALE,Light Vehicle,2018,Blue,Private,200000,10/09/2025 12:00,medium,48,357,7,0,1,0.05,1
09/02/2019,Syria,MALE,Light Vehicle,2021,Red,Private,120000,08/08/2025 12:00,high,48,358,4,0,0,0.43,0.11
18/08/2021,Syria,MALE,Light Vehicle,2007,White,Private,80000,15/02/2026 12:00,medium,46,359,18,1,1,0.48,1
12/01/2019,Syria,MALE,Light Vehicle,2008,Yellow,Private,120000,11/07/2025 12:00,high,41,360,17,0,1,0.42,1
11/10/2017,Syria,MALE,Light Vehicle,2013,Black,Private,160000,09/04/2026 12:00,medium,41,361,12,0,1,0.13,1
19/07/2019,Syria,MALE,Motor Cycle,2016,Green,Private,120000,15/01/2026 12:00,high,41,362,9,0,1,0.55,0.96
24/03/2018,Syria,MALE,Light Vehicle,2015,Silver,Private,140000,20/09/2025 12:00,medium,40,363,10,0,1,0.2,0.99
14/11/2018,Syria,MALE,Light Vehicle,2006,Gray,Private,140000,13/05/2026 12:00,medium,38,364,19,0,1,0.19,1
22/08/2021,Syria,MALE,Light Vehicle,2019,Black,Private,80000,19/02/2026 12:00,low,38,365,6,1,0,0.48,0.06
05/10/2017,Syria,MALE,Light Vehicle,2013,White,Private,160000,03/04/2026 12:00,medium,37,366,12,0,1,0.12,1
15/10/2021,Syria,MALE,Light Vehicle,2015,Black,Private,80000,14/04/2026 12:00,low,36,367,10,1,1,0.57,0.78
14/05/2021,Syria,MALE,Light Vehicle,2013,Black,Private,80000,11/11/2025 12:00,high,34,368,12,1,1,0.62,0.98
26/05/2016,Syria,MALE,Light Vehicle,2007,Black,Private,180000,22/11/2025 12:00,low,33,369,18,1,1,0.11,1
12/07/2015,Syria,MALE,Light Vehicle,2016,White,Private,200000,07/01/2026 12:00,high,33,370,9,0,1,0.09,1
07/10/2015,Syria,MALE,Light Vehicle,2014,White,Private,200000,04/04/2026 12:00,medium,25,371,11,0,1,0.04,1
20/02/2015,Tanzania,MALE,Light Vehicle,2021,Blue,Private,200000,18/08/2025 12:00,medium,69,372,4,0,1,0.06,0.81
19/09/2015,Tunisia,MALE,Light Vehicle,2016,Silver,Private,200000,17/03/2026 12:00,high,34,373,9,0,1,0.09,1
04/11/2019,Tunisia,MALE,Light Vehicle,2008,Gray,Private,120000,03/05/2026 12:00,high,33,374,17,0,1,0.41,1
17/07/2015,Turkey,MALE,Light Vehicle,2020,Black,Private,200000,12/01/2026 12:00,medium,42,375,5,0,1,0.06,0.98
02/04/2017,Turkey,MALE,Light Vehicle,2012,Red,Private,160000,29/09/2025 12:00,medium,35,376,13,0,1,0.11,1
09/12/2020,United Kingdom,FEMALE,Light Vehicle,2018,White,Private,100000,08/06/2026 12:00,medium,58,377,7,0,0,0.44,0.44
06/03/2015,United Kingdom,FEMALE,Light Vehicle,2020,White,Private,200000,01/09/2025 12:00,medium,57,378,5,0,1,0.05,0.97
04/10/2020,United Kingdom,FEMALE,Light Vehicle,2021,Black,Private,100000,03/04/2026 12:00,medium,51,379,4,0,0,0.37,0.05
24/12/2016,United Kingdom,FEMALE,Light Vehicle,2017,Blue,Private,180000,22/06/2026 12:00,high,39,380,8,0,1,0.14,1
16/11/2015,United Kingdom,FEMALE,Light Vehicle,2019,Lead,Private,200000,14/05/2026 12:00,medium,38,381,6,0,1,0.03,0.99
29/11/2019,United Kingdom,MALE,Light Vehicle,2018,Black,Private,120000,28/05/2026 12:00,high,69,382,7,0,0,0.51,0.78
09/06/2019,United Kingdom,MALE,Light Vehicle,2017,Blue,Private,120000,06/12/2025 12:00,low,57,383,8,1,1,0.37,0.89
26/02/2021,United Kingdom,MALE,Light Vehicle,2017,Gray,Private,80000,26/08/2025 12:00,medium,50,384,8,1,1,0.45,0.37
28/02/2020,United Kingdom,MALE,Light Vehicle,2016,White,Private,100000,27/08/2025 12:00,medium,49,385,9,0,1,0.38,0.86
04/09/2020,United Kingdom,MALE,Light Vehicle,2020,Gray,Private,100000,04/03/2026 12:00,medium,49,386,5,0,0,0.34,0.12
24/12/2016,United Kingdom,MALE,Light Vehicle,2014,Yellow,Private,180000,22/06/2026 12:00,low,47,387,11,1,1,0.13,1
06/04/2016,United Kingdom,MALE,Light Vehicle,2019,Black,Private,180000,03/10/2025 12:00,high,46,388,6,0,1,0.15,0.98
11/04/2020,United Kingdom,MALE,Light Vehicle,2013,White,Private,100000,09/10/2025 12:00,medium,45,389,12,0,1,0.29,0.99
13/09/2020,United Kingdom,MALE,Light Vehicle,2019,Silver,Private,100000,13/03/2026 12:00,medium,36,390,6,0,0,0.33,0.3
14/12/2021,United Kingdom,MALE,Light Vehicle,2021,Black,Private,80000,13/06/2026 12:00,medium,35,391,4,1,0,0.4,0.02
02/12/2017,United Kingdom,MALE,Light Vehicle,2014,White,Private,160000,31/05/2026 12:00,high,34,392,11,0,1,0.21,1
27/08/2017,United States,FEMALE,Trailer,2016,White,Private,160000,23/02/2026 12:00,low,58,393,9,1,1,0.42,0.99
21/06/2020,United States,MALE,Light Vehicle,2019,Blue,Private,100000,19/12/2025 12:00,low,57,394,6,1,0,0.5,0.27
02/06/2017,United States,MALE,Light Vehicle,2014,Lead,Private,160000,29/11/2025 12:00,medium,54,395,11,0,1,0.1,1
23/07/2021,Uzbekistan,MALE,Light Vehicle,2017,Silver,Private,80000,20/01/2026 12:00,medium,40,396,8,1,1,0.46,0.45
04/01/2021,Yemen,MALE,Light Vehicle,2000,Black,Private,80000,04/07/2025 12:00,low,52,397,25,1,1,0.54,1
02/01/2018,Yemen,MALE,Light Vehicle,2014,White,Private,140000,01/07/2025 12:00,medium,44,398,11,0,1,0.19,1
11/04/2020,Yemen,MALE,Light Vehicle,2018,White,Private,100000,09/10/2025 12:00,high,44,399,7,0,0,0.54,0.41
21/04/2020,Yemen,MALE,Trailer,2021,Silver,Private,100000,19/10/2025 12:00,medium,44,400,4,0,0,0.59,0.05
13/10/2015,Yemen,MALE,Light Vehicle,1999,White,Private,200000,10/04/2026 12:00,medium,43,401,26,0,1,0.05,1
06/05/2021,Yemen,MALE,Light Vehicle,2016,White,Private,80000,03/11/2025 12:00,medium,39,402,9,1,1,0.45,0.68
01/08/2018,Yemen,MALE,Light Vehicle,2010,Silver,Private,140000,28/01/2026 12:00,medium,26,403,15,0,1,0.16,1
02/08/2021,Emirates,MALE,Light Vehicle,2021,Black,Private,80000,30/01/2026 12:00,high,50,404,4,1,0,0.78,0.02
09/07/2021,Sudan,MALE,Light Vehicle,2011,White,Private,80000,06/01/2026 12:00,low,32,405,14,1,1,0.56,0.99
03/03/2018,Lebanon,MALE,Light Vehicle,2020,Black,Private,140000,30/08/2025 12:00,medium,48,406,5,0,0,0.24,0.4
07/11/2015,Emirates,MALE,Light Vehicle,2021,White,VIP,200000,05/05/2026 12:00,medium,45,407,4,0,1,0.06,0.95
04/12/2021,Emirates,FEMALE,Light Vehicle,2016,White,Private,80000,03/06/2026 12:00,medium,39,408,9,1,1,0.6,0.52
28/11/2020,India,MALE,Light Vehicle,2009,White,Private,100000,28/05/2026 12:00,medium,42,409,16,0,1,0.4,1
28/11/2015,Canada,MALE,Light Vehicle,2021,Black,Private,200000,26/05/2026 12:00,medium,61,410,4,0,1,0.1,0.93
26/06/2021,Emirates,MALE,Light Vehicle,2021,Black,Private,80000,24/12/2025 12:00,high,50,411,4,1,0,0.78,0.02
05/02/2021,Emirates,MALE,Light Vehicle,2001,Black,Private,80000,05/08/2025 12:00,low,35,412,24,1,1,0.65,1
07/09/2018,India,MALE,Light Vehicle,2020,Silver,Private,140000,06/03/2026 12:00,high,33,413,5,0,0,0.34,0.54
25/02/2019,Philippines,MALE,Light Vehicle,2016,White,Private,120000,24/08/2025 12:00,medium,43,414,9,0,1,0.3,0.91
07/11/2017,Emirates,MALE,Light Vehicle,2010,Golden,Private,160000,06/05/2026 12:00,medium,62,415,15,0,1,0.18,1
